prediction_id,feedback_timestamp,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFlaggedFraud,customer_email,prediction,predicted_label,fraud_probability,threshold,model_name,user_feedback,ground_truth_label,feedback_notes
realistic-prod-0103,2026-04-20T05:43:58.064806+00:00,499,TRANSFER,488243.65,488243.65,0.0,0.0,0.0,0,transfer.client0103@bankmail.com,1,fraud,0.9611444178050668,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0104,2026-04-20T11:43:58.064806+00:00,545,PAYMENT,12202.44,0.0,0.0,0.0,0.0,0,payment.client0104@bankmail.com,0,not_fraud,0.0090418510151579,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0105,2026-04-20T17:43:58.064806+00:00,279,CASH_IN,92613.43,10967672.69,11060286.13,1443176.0,1350562.56,0,cashin.client0105@bankmail.com,0,not_fraud,0.0007771020368761,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0106,2026-04-20T23:43:58.064806+00:00,43,PAYMENT,4141.18,0.0,0.0,0.0,0.0,0,payment.client0106@bankmail.com,0,not_fraud,0.0060323815123004,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0107,2026-04-21T05:43:58.064806+00:00,615,TRANSFER,56510.5,56510.5,0.0,0.0,0.0,0,transfer.client0107@bankmail.com,1,fraud,0.976976975693009,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0108,2026-04-21T11:43:58.064806+00:00,298,CASH_IN,229142.55,998.0,230140.55,0.0,0.0,0,cashin.client0108@bankmail.com,0,not_fraud,0.0052765346151721,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0109,2026-04-21T17:43:58.064806+00:00,279,TRANSFER,10000000.0,30536624.41,20536624.41,0.0,0.0,0,transfer.client0109@bankmail.com,1,fraud,0.8328634439009416,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0110,2026-04-21T23:43:58.064806+00:00,614,PAYMENT,14671.02,509544.63,494873.61,0.0,0.0,0,payment.client0110@bankmail.com,0,not_fraud,0.0442129256924417,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0111,2026-04-22T05:43:58.064806+00:00,209,PAYMENT,9713.15,10206.0,492.85,0.0,0.0,0,payment.client0111@bankmail.com,0,not_fraud,0.0311601804904295,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0112,2026-04-22T11:43:58.064806+00:00,9,CASH_OUT,130711.01,9964.0,0.0,202478.55,330415.41,0,cashout.client0112@bankmail.com,0,not_fraud,0.0253767403466905,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0113,2026-04-22T17:43:58.064806+00:00,352,CASH_OUT,367363.85,4089.0,0.0,0.0,367363.85,0,cashout.client0113@bankmail.com,0,not_fraud,0.061552781011764,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0114,2026-04-22T23:43:58.064806+00:00,304,CASH_OUT,104441.64,3046.0,0.0,1152775.06,1257216.7,0,cashout.client0114@bankmail.com,0,not_fraud,0.0107742496983584,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0115,2026-04-23T05:43:58.064806+00:00,36,TRANSFER,635645.22,0.0,0.0,3645459.04,4281104.26,0,transfer.client0115@bankmail.com,0,not_fraud,0.0055555555555555,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0116,2026-04-23T11:43:58.064806+00:00,374,CASH_OUT,13334.92,0.0,0.0,133189.91,146524.83,0,cashout.client0116@bankmail.com,0,not_fraud,0.0531330840994201,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0117,2026-04-23T17:43:58.064806+00:00,233,CASH_OUT,295287.01,0.0,0.0,2387285.91,2682572.92,0,cashout.client0117@bankmail.com,0,not_fraud,0.0104640943905907,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0118,2026-04-23T23:43:58.064806+00:00,43,CASH_OUT,157548.71,61233.0,0.0,1425060.18,1582608.88,0,cashout.client0118@bankmail.com,0,not_fraud,0.2021676549168344,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0119,2026-04-24T05:43:58.064806+00:00,306,CASH_IN,423212.43,11735.0,434947.43,0.0,0.0,0,cashin.client0119@bankmail.com,0,not_fraud,0.0135337743301532,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0120,2026-04-24T11:43:58.064806+00:00,231,TRANSFER,273821.76,273821.76,0.0,0.0,0.0,0,transfer.client0120@bankmail.com,1,fraud,0.9471308764813908,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0121,2026-04-24T17:43:58.064806+00:00,306,CASH_OUT,407741.88,105065.0,0.0,1835847.77,2243589.64,0,cashout.client0121@bankmail.com,0,not_fraud,0.2893892517908476,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0122,2026-04-24T23:43:58.064806+00:00,135,CASH_IN,267261.64,8639.0,275900.64,1383168.81,1115907.17,0,cashin.client0122@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0123,2026-04-25T05:43:58.064806+00:00,281,CASH_OUT,279953.67,0.0,0.0,455049.15,735002.82,0,cashout.client0123@bankmail.com,0,not_fraud,0.0063922773855566,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0124,2026-04-25T11:43:58.064806+00:00,134,CASH_IN,220692.63,10970497.77,11191190.41,3603616.2,3382923.57,0,cashin.client0124@bankmail.com,0,not_fraud,0.0007771020368761,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0125,2026-04-25T17:43:58.064806+00:00,228,CASH_OUT,139929.84,275.0,0.0,383396.17,523326.0,0,cashout.client0125@bankmail.com,0,not_fraud,0.0063922773855566,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0126,2026-04-25T23:43:58.064806+00:00,546,CASH_IN,120238.51,20514.0,140752.51,113174.76,0.0,0,cashin.client0126@bankmail.com,0,not_fraud,0.0160669191919191,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0127,2026-04-26T05:43:58.064806+00:00,236,CASH_OUT,233363.7,0.0,0.0,622817.44,856181.14,0,cashout.client0127@bankmail.com,0,not_fraud,0.0024114533064256,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0128,2026-04-26T11:43:58.064806+00:00,236,PAYMENT,5146.35,724.0,0.0,0.0,0.0,0,payment.client0128@bankmail.com,0,not_fraud,0.0047909386476348,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0129,2026-04-26T17:43:58.064806+00:00,325,TRANSFER,30846.84,30846.84,0.0,0.0,0.0,0,transfer.client0129@bankmail.com,1,fraud,0.8310517835038995,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0130,2026-04-26T23:43:58.064806+00:00,372,TRANSFER,1335693.47,1439.0,0.0,99138.05,1434831.53,0,transfer.client0130@bankmail.com,0,not_fraud,0.0194040377278262,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0131,2026-04-27T05:43:58.064806+00:00,161,CASH_IN,144079.21,11331.0,155410.21,1235926.27,1091847.06,0,cashin.client0131@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0132,2026-04-27T11:43:58.064806+00:00,402,CASH_OUT,151553.7,0.0,0.0,1179714.79,1331268.48,0,cashout.client0132@bankmail.com,0,not_fraud,0.0064207470871572,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0133,2026-04-27T17:43:58.064806+00:00,307,CASH_IN,249781.08,117686.0,367467.08,2658788.95,2409007.87,0,cashin.client0133@bankmail.com,0,not_fraud,0.0055555555555555,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0134,2026-04-27T23:43:58.064806+00:00,534,CASH_OUT,1390332.39,1390332.39,0.0,0.0,1390332.39,0,cashout.client0134@bankmail.com,1,fraud,0.9405395082193836,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0135,2026-04-28T05:43:58.064806+00:00,380,CASH_OUT,30049.13,22073.0,0.0,548516.27,578565.41,0,cashout.client0135@bankmail.com,0,not_fraud,0.1115010614892119,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0136,2026-04-28T11:43:58.064806+00:00,80,TRANSFER,244814.12,244814.12,0.0,0.0,0.0,0,transfer.client0136@bankmail.com,1,fraud,0.965628602319498,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0137,2026-04-28T17:43:58.064806+00:00,229,CASH_OUT,150395.38,0.0,0.0,8362848.98,8513244.35,0,cashout.client0137@bankmail.com,0,not_fraud,0.0067445628932814,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0138,2026-04-28T23:43:58.064806+00:00,714,CASH_OUT,19320.99,803.0,0.0,76045.05,95366.03,0,cashout.client0138@bankmail.com,0,not_fraud,0.1011107415725005,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0139,2026-04-29T05:43:58.064806+00:00,324,PAYMENT,54588.08,104206.0,49617.92,0.0,0.0,0,payment.client0139@bankmail.com,0,not_fraud,0.0046758426051336,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0140,2026-04-29T11:43:58.064806+00:00,353,CASH_IN,57551.6,18262487.36,18320038.95,854587.06,797035.46,0,cashin.client0140@bankmail.com,0,not_fraud,0.0007771020368761,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0141,2026-04-29T17:43:58.064806+00:00,227,CASH_IN,65559.17,21400722.79,21466281.96,669896.94,604337.77,0,cashin.client0141@bankmail.com,0,not_fraud,0.0007771020368761,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0142,2026-04-29T23:43:58.064806+00:00,41,CASH_OUT,59781.86,0.0,0.0,489894.16,549676.02,0,cashout.client0142@bankmail.com,0,not_fraud,0.0064990260728139,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0143,2026-04-30T05:43:58.064806+00:00,158,CASH_OUT,60169.54,61367.0,1197.46,346448.6,406618.15,0,cashout.client0143@bankmail.com,0,not_fraud,0.151247724774334,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0144,2026-04-30T11:43:58.064806+00:00,18,CASH_OUT,81892.63,129884.0,47991.37,1752293.42,1834186.05,0,cashout.client0144@bankmail.com,0,not_fraud,0.0934527698277443,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0145,2026-04-30T17:43:58.064806+00:00,737,CASH_OUT,167606.49,167606.49,0.0,2315864.75,2483471.24,0,cashout.client0145@bankmail.com,0,not_fraud,0.4996455140421962,0.5,random_forest,reported_fraud,1,Missed fraud scenario recovered by customer feedback.
realistic-prod-0146,2026-04-30T23:43:58.064806+00:00,179,CASH_IN,126704.73,1816801.81,1943506.54,1984947.12,1858242.39,0,cashin.client0146@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0147,2026-05-01T05:43:58.064806+00:00,21,CASH_OUT,96022.66,0.0,0.0,2539336.73,2635359.4,0,cashout.client0147@bankmail.com,0,not_fraud,0.0204563852519335,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0148,2026-05-01T11:43:58.064806+00:00,184,PAYMENT,10583.23,1644.0,0.0,0.0,0.0,0,payment.client0148@bankmail.com,0,not_fraud,0.003980824079131,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0149,2026-05-01T17:43:58.064806+00:00,330,PAYMENT,10927.69,42041.12,31113.43,0.0,0.0,0,payment.client0149@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0150,2026-05-01T23:43:58.064806+00:00,164,CASH_IN,31217.34,99683.0,130900.34,0.0,0.0,0,cashin.client0150@bankmail.com,0,not_fraud,0.0011262540223357,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0151,2026-05-02T05:43:58.064806+00:00,155,CASH_IN,31447.6,22403.0,53850.6,0.0,0.0,0,cashin.client0151@bankmail.com,0,not_fraud,0.0113916375160657,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0152,2026-05-02T11:43:58.064806+00:00,133,CASH_IN,39157.9,3434498.27,3473656.17,3261003.12,2970256.68,0,cashin.client0152@bankmail.com,0,not_fraud,0.0049400252525252,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0153,2026-05-02T17:43:58.064806+00:00,303,CASH_OUT,67080.47,0.0,0.0,1124712.1,1191792.56,0,cashout.client0153@bankmail.com,0,not_fraud,0.0211220240591278,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0154,2026-05-02T23:43:58.064806+00:00,43,PAYMENT,871.77,0.0,0.0,0.0,0.0,0,payment.client0154@bankmail.com,0,not_fraud,0.0060323815123004,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0155,2026-05-03T05:43:58.064806+00:00,232,CASH_OUT,149736.95,0.0,0.0,182677.34,332414.28,0,cashout.client0155@bankmail.com,0,not_fraud,0.0102181118701009,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0156,2026-05-03T11:43:58.064806+00:00,154,CASH_OUT,91440.41,156532.0,65091.59,1771623.02,1863063.43,0,cashout.client0156@bankmail.com,0,not_fraud,0.0853081234134451,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0157,2026-05-03T17:43:58.064806+00:00,590,PAYMENT,18613.06,683.0,0.0,0.0,0.0,0,payment.client0157@bankmail.com,0,not_fraud,0.0090418510151579,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0158,2026-05-03T23:43:58.064806+00:00,179,CASH_OUT,103558.6,16190.0,0.0,1280501.68,1384060.28,0,cashout.client0158@bankmail.com,0,not_fraud,0.0247374059906854,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0159,2026-05-04T05:43:58.064806+00:00,5,PAYMENT,4177.38,12075.0,7897.62,0.0,0.0,0,payment.client0159@bankmail.com,0,not_fraud,0.0503320653874554,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0160,2026-05-04T11:43:58.064806+00:00,153,CASH_OUT,80581.98,213532.0,132950.02,1122772.14,1203354.11,0,cashout.client0160@bankmail.com,0,not_fraud,0.0597737533326664,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0161,2026-05-04T17:43:58.064806+00:00,139,TRANSFER,674370.52,41112.0,0.0,289954.23,964324.75,0,transfer.client0161@bankmail.com,0,not_fraud,0.0308965786839708,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0162,2026-05-04T23:43:58.064806+00:00,206,CASH_OUT,242195.26,0.0,0.0,3331937.79,3574133.05,0,cashout.client0162@bankmail.com,0,not_fraud,0.0067445628932814,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0163,2026-05-05T05:43:58.064806+00:00,397,CASH_OUT,52689.13,52689.13,0.0,160085.29,212774.42,0,cashout.client0163@bankmail.com,0,not_fraud,0.1962207258011375,0.5,random_forest,reported_fraud,1,Missed fraud scenario recovered by customer feedback.
realistic-prod-0164,2026-05-05T11:43:58.064806+00:00,714,TRANSFER,10000000.0,10390763.24,390763.24,0.0,0.0,0,transfer.client0164@bankmail.com,1,fraud,0.8212562247222388,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0165,2026-05-05T17:43:58.064806+00:00,281,CASH_OUT,153436.85,51169.0,0.0,237058.87,390495.73,0,cashout.client0165@bankmail.com,0,not_fraud,0.1184673166010391,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0166,2026-05-05T23:43:58.064806+00:00,372,CASH_OUT,97474.81,0.0,0.0,235742.21,333217.02,0,cashout.client0166@bankmail.com,0,not_fraud,0.0102181118701009,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0167,2026-05-06T05:43:58.064806+00:00,594,CASH_OUT,150319.57,17167.0,0.0,0.0,150319.57,0,cashout.client0167@bankmail.com,0,not_fraud,0.1478271787968514,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0168,2026-05-06T11:43:58.064806+00:00,347,CASH_OUT,159479.9,402.0,0.0,0.0,159479.9,0,cashout.client0168@bankmail.com,0,not_fraud,0.0318816902118589,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0169,2026-05-06T17:43:58.064806+00:00,209,CASH_OUT,59175.01,0.0,0.0,394723.24,453898.25,0,cashout.client0169@bankmail.com,0,not_fraud,0.015197725683926,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0170,2026-05-06T23:43:58.064806+00:00,163,PAYMENT,589.05,0.0,0.0,0.0,0.0,0,payment.client0170@bankmail.com,0,not_fraud,0.0047909386476348,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0171,2026-05-07T05:43:58.064806+00:00,369,CASH_IN,186076.17,1488432.46,1674508.63,630785.13,444708.96,0,cashin.client0171@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0172,2026-05-07T11:43:58.064806+00:00,524,PAYMENT,19698.44,0.0,0.0,0.0,0.0,0,payment.client0172@bankmail.com,0,not_fraud,0.003980824079131,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0173,2026-05-07T17:43:58.064806+00:00,349,TRANSFER,1721704.17,0.0,0.0,3251452.95,4973157.12,0,transfer.client0173@bankmail.com,0,not_fraud,0.0137780757466622,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0174,2026-05-07T23:43:58.064806+00:00,229,CASH_OUT,6225.7,50478.0,44252.3,446469.61,452695.31,0,cashout.client0174@bankmail.com,0,not_fraud,0.0775331139827909,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0175,2026-05-08T05:43:58.064806+00:00,44,PAYMENT,8162.09,0.0,0.0,0.0,0.0,0,payment.client0175@bankmail.com,0,not_fraud,0.0060323815123004,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0176,2026-05-08T11:43:58.064806+00:00,379,CASH_IN,109430.39,11141.0,120571.39,18494927.68,18385497.3,0,cashin.client0176@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0177,2026-05-08T17:43:58.064806+00:00,154,PAYMENT,4332.74,356907.0,352574.26,0.0,0.0,0,payment.client0177@bankmail.com,0,not_fraud,0.0046758426051336,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0178,2026-05-08T23:43:58.064806+00:00,256,PAYMENT,9339.48,20356.0,11016.52,0.0,0.0,0,payment.client0178@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0179,2026-05-09T05:43:58.064806+00:00,378,PAYMENT,13284.76,194231.57,180946.81,0.0,0.0,0,payment.client0179@bankmail.com,0,not_fraud,0.0046758426051336,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0180,2026-05-09T11:43:58.064806+00:00,406,CASH_OUT,126192.63,126192.63,0.0,0.0,126192.63,0,cashout.client0180@bankmail.com,0,not_fraud,0.2964811956834595,0.5,random_forest,reported_fraud,1,Missed fraud scenario recovered by customer feedback.
